CustomerAlternateKey	FirstPurchase	First	Middle	Last	Email	Phone	Line1	Line2	City	StateProvince	Country	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age
AW00014428	2006-03-01	Cassie		Andersen	cassie11@adventure-works.com	1 (11) 500 555-0145	Nollendorfplatz 2		Poing	SL	DE	S	F	130000	3	4	Partial College	Professional	0	3	0-1 Miles	Europe	63
AW00014429	2005-10-01	Lacey		He	lacey31@adventure-works.com	1 (11) 500 555-0148	342 Summerfield Dr.		London	ENG	GB	S	F	130000	3	4	Partial College	Professional	0	3	0-1 Miles	Europe	63
AW00014430	2008-04-04	Sydney		Jones	sydney67@adventure-works.com	174-555-0143	1787 Acardia Pl.		Seattle	WA	US	M	F	90000	2	1	Partial College	Professional	1	0	5-10 Miles	North America	61
AW00014431	2008-07-17	Kayla	A	Moore	kayla8@adventure-works.com	942-555-0171	8956 Birch Bark Road		Beverly Hills	CA	US	M	F	70000	3	0	Partial College	Professional	0	2	0-1 Miles	North America	61
AW00014432	2008-03-15	Antonio	L	Russell	antonio20@adventure-works.com	813-555-0153	1674 Castle Hill Road		Port Orchard	WA	US	S	M	90000	4	0	Graduate Degree	Management	1	1	5-10 Miles	North America	85
AW00014433	2007-05-09	Jennifer	H	Peterson	jennifer68@adventure-works.com	917-555-0177	6020 Regency Dr.		Concord	CA	US	M	F	110000	1	2	Graduate Degree	Management	1	2	2-5 Miles	North America	85
AW00014434	2007-05-16	Sophia	C	Hill	sophia12@adventure-works.com	128-555-0119	6345 St Paul Way		Daly City	CA	US	S	F	110000	1	2	Graduate Degree	Management	1	2	2-5 Miles	North America	85
AW00014435	2008-02-13	Jennifer		Wilson	jennifer35@adventure-works.com	459-555-0149	6433 Dellwood Court		La Jolla	CA	US	M	F	110000	1	2	Graduate Degree	Management	1	3	1-2 Miles	North America	85
AW00014436	2007-11-18	John	A	Martin	john52@adventure-works.com	718-555-0190	1312 Garaventa Dr.		Vancouver	BC	CA	M	M	90000	4	4	Partial College	Professional	1	3	2-5 Miles	North America	53
AW00014437	2008-06-20	Mitchell	B	Anand	mitchell18@adventure-works.com	174-555-0194	6905 Mendouno Dr.		Beaverton	OR	US	M	M	90000	5	5	Partial College	Professional	1	3	2-5 Miles	North America	53
AW00014438	2007-05-11	Gabrielle		Gonzales	gabrielle39@adventure-works.com	743-555-0153	1274 Marlboro Court		Issaquah	WA	US	S	F	100000	3	1	Bachelors	Management	1	4	2-5 Miles	North America	53
AW00014439	2007-05-06	Brian	E	Cox	brian22@adventure-works.com	598-555-0152	3331 Keywood Ct.		Puyallup	WA	US	M	M	100000	4	1	Partial College	Professional	1	4	2-5 Miles	North America	53
AW00014440	2007-05-03	Jon	K	Tang	jon44@adventure-works.com	195-555-0180	2803 Fawn Glen Circle		Bellflower	CA	US	M	M	100000	4	1	Partial College	Professional	1	4	2-5 Miles	North America	53
AW00014441	2007-10-25	William	N	Lewis	william27@adventure-works.com	171-555-0126	5722 San Simeon Ct.		Bellflower	CA	US	M	M	110000	2	2	Bachelors	Management	1	3	1-2 Miles	North America	53
AW00014442	2007-05-22	Shelby		Peterson	shelby5@adventure-works.com	789-555-0143	7307 Humphrey Drive		Lemon Grove	CA	US	S	F	120000	3	2	Partial College	Professional	1	4	2-5 Miles	North America	53
AW00014443	2007-09-22	Benjamin		Wilson	benjamin41@adventure-works.com	321-555-0158	2979 Schenone Court		Mill Valley	CA	US	M	M	130000	1	1	Graduate Degree	Management	1	4	0-1 Miles	North America	53
AW00014444	2007-12-26	Patrick	L	Sanders	patrick9@adventure-works.com	467-555-0111	4006 Sullivan Ave.		Mill Valley	CA	US	M	M	130000	1	1	Graduate Degree	Management	1	4	0-1 Miles	North America	53
AW00014445	2007-10-08	Benjamin	R	Henderson	benjamin6@adventure-works.com	226-555-0146	7588 Deerfield Dr	#36	Palo Alto	CA	US	M	M	130000	1	1	Graduate Degree	Management	1	4	0-1 Miles	North America	53
AW00014446	2007-08-05	Jeremiah	A	Johnson	jeremiah25@adventure-works.com	958-555-0174	9328 Attic Rd		Royal Oak	BC	CA	M	M	80000	4	3	Bachelors	Management	1	0	2-5 Miles	North America	54
AW00014447	2007-05-20	Madison		Alexander	madison31@adventure-works.com	307-555-0199	4995 North Civic Drive		Bellingham	WA	US	S	F	80000	4	3	Partial College	Professional	1	2	2-5 Miles	North America	54
AW00014448	2007-05-15	Lauren		Butler	lauren61@adventure-works.com	463-555-0152	8152 Claudia Dr.		Corvallis	OR	US	M	F	90000	5	5	Partial College	Professional	1	3	2-5 Miles	North America	53
AW00014449	2007-05-14	Logan	S	Jenkins	logan9@adventure-works.com	733-555-0189	3484 Chocolate Court		Marysville	WA	US	S	M	90000	0	0	Partial College	Professional	0	1	10+ Miles	North America	54
AW00014450	2007-11-24	Kevin	R	Butler	kevin17@adventure-works.com	292-555-0173	602 Columbia River Ct		Imperial Beach	CA	US	M	M	130000	2	2	Graduate Degree	Management	1	2	0-1 Miles	North America	54
AW00014451	2007-05-07	Tyler		Moore	tyler14@adventure-works.com	604-555-0191	9564 Wiget Lane		Lakewood	CA	US	S	M	130000	2	2	Graduate Degree	Management	0	3	0-1 Miles	North America	54
AW00014452	2007-05-16	Alex	A	Gonzalez	alex37@adventure-works.com	174-555-0195	3024 W Lake Drive		Puyallup	WA	US	M	M	70000	3	2	Partial College	Professional	1	0	5-10 Miles	North America	62
AW00014453	2007-05-08	Jesse		Scott	jesse37@adventure-works.com	557-555-0165	1013 Holiday Hills Dr.		Bremerton	WA	US	S	M	90000	2	1	Partial College	Professional	1	0	5-10 Miles	North America	62
AW00014454	2007-10-04	Kayla		Anderson	kayla10@adventure-works.com	367-555-0178	6566 Pinole Valley Rd.		La Jolla	CA	US	M	F	100000	1	2	Graduate Degree	Management	1	1	0-1 Miles	North America	83
AW00014455	2007-09-03	Alexandra		Mitchell	alexandra53@adventure-works.com	196-555-0198	1987 Jennifer Way		Metchosin	BC	CA	M	F	80000	4	3	Partial College	Professional	1	2	2-5 Miles	North America	55
AW00014456	2007-05-03	Benjamin		Walker	benjamin38@adventure-works.com	187-555-0148	24 Megan Dr.		Sedro Woolley	WA	US	S	M	90000	0	0	Partial College	Professional	0	2	2-5 Miles	North America	55
AW00014457	2007-06-03	Thomas	S	White	thomas74@adventure-works.com	332-555-0114	5825 Banyan Way		La Jolla	CA	US	M	M	120000	4	3	Partial College	Professional	1	3	5-10 Miles	North America	55
AW00014458	2008-01-18	Jordan	K	Yang	jordan23@adventure-works.com	189-555-0188	1544 Quiz Street		Royal Oak	BC	CA	M	M	80000	5	4	Partial College	Professional	1	2	0-1 Miles	North America	56
AW00014459	2007-12-16	Cody	C	Gray	cody6@adventure-works.com	430-555-0114	6415 Mayda Way		Vancouver	BC	CA	S	M	80000	5	4	Partial College	Professional	1	3	5-10 Miles	North America	56
AW00014460	2008-06-06	Jose		Long	jose32@adventure-works.com	669-555-0153	4279 Patricia Ave		Everett	WA	US	M	M	100000	1	2	Partial College	Professional	1	3	1-2 Miles	North America	56
AW00014461	2007-06-23	Chloe		Gonzalez	chloe15@adventure-works.com	300-555-0119	1348 Montego		Spokane	WA	US	M	F	100000	1	2	Partial College	Professional	1	4	5-10 Miles	North America	56
AW00014462	2008-03-20	Beth		Sanz	beth22@adventure-works.com	570-555-0136	7207 St. Andrews Way		Beverly Hills	CA	US	M	F	110000	1	3	Bachelors	Management	1	2	1-2 Miles	North America	56
AW00014463	2007-09-09	Julia	V	Patterson	julia76@adventure-works.com	233-555-0146	3769 Loma Linda		Coronado	CA	US	M	F	120000	1	3	Partial College	Professional	1	4	1-2 Miles	North America	56
AW00014464	2007-06-18	Elizabeth	J	Price	elizabeth29@adventure-works.com	160-555-0144	791 South Villa Way		San Carlos	CA	US	M	F	130000	1	2	Bachelors	Management	1	4	2-5 Miles	North America	56
AW00014465	2007-08-12	Dakota	M	Patterson	dakota9@adventure-works.com	922-555-0147	9274 Dayton Court		Lake Oswego	OR	US	M	M	90000	4	3	High School	Professional	1	1	5-10 Miles	North America	57
AW00014466	2008-04-15	Logan		Adams	logan42@adventure-works.com	696-555-0130	485 Ash Lane		Oregon City	OR	US	M	M	90000	4	3	High School	Professional	1	1	5-10 Miles	North America	57
AW00014467	2007-11-11	Aidan		Russell	aidan21@adventure-works.com	716-555-0122	2225 Rogers Ave.		Redmond	WA	US	M	M	90000	4	3	High School	Professional	1	2	5-10 Miles	North America	57
AW00014468	2007-08-15	Grace	M	Rivera	grace33@adventure-works.com	878-555-0186	6922 Hamlet		Tacoma	WA	US	S	F	90000	4	3	High School	Professional	1	2	5-10 Miles	North America	57
AW00014469	2007-10-02	Angela	E	Bell	angela40@adventure-works.com	217-555-0158	4460 Carob Way		Yakima	WA	US	M	F	100000	3	2	Partial College	Professional	1	4	1-2 Miles	North America	57
AW00014470	2007-06-20	Jeremy	S	Robinson	jeremy4@adventure-works.com	348-555-0117	5 Curletto Dr.		Mill Valley	CA	US	M	M	130000	1	3	Bachelors	Management	1	3	0-1 Miles	North America	57
AW00014471	2007-06-04	Gabriel	R	Gonzalez	gabriel39@adventure-works.com	376-555-0168	8867 Terranova Drive		San Carlos	CA	US	S	M	130000	1	3	Bachelors	Management	0	3	0-1 Miles	North America	57
AW00014472	2007-06-28	Natalie	L	Diaz	natalie44@adventure-works.com	904-555-0115	3124 Fall Creek		San Gabriel	CA	US	M	F	130000	3	3	Bachelors	Management	1	3	0-1 Miles	North America	57
AW00014473	2007-06-10	Miguel		King	miguel27@adventure-works.com	473-555-0153	7902 Grammercy Lane	Unit C	Santa Cruz	CA	US	M	M	160000	1	2	Bachelors	Management	1	4	2-5 Miles	North America	57
AW00014474	2008-07-31	Jacqueline	A	Murphy	jacqueline39@adventure-works.com	461-555-0151	9118 McNutt Ave		Oakland	CA	US	M	F	60000	2	0	High School	Professional	0	2	1-2 Miles	North America	63
AW00014475	2007-10-19	Isabella	A	Perry	isabella18@adventure-works.com	521-555-0167	8368 Birchwood		Seattle	WA	US	M	F	60000	2	0	High School	Professional	0	2	5-10 Miles	North America	63
AW00014476	2008-02-27	Bryce		Reed	bryce19@adventure-works.com	289-555-0116	1694 Rheem Blvd.		Burien	WA	US	M	M	60000	2	0	High School	Professional	0	2	1-2 Miles	North America	63
AW00014477	2007-06-07	Lauren	D	Lee	lauren40@adventure-works.com	181-555-0113	3543 Hilton Way		Santa Cruz	CA	US	S	F	70000	4	3	High School	Professional	1	0	5-10 Miles	North America	63
AW00014478	2007-12-11	Abigail	H	Patterson	abigail35@adventure-works.com	209-555-0125	7401 Las Palmas		Langford	BC	CA	S	F	80000	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64
AW00014479	2008-06-14	Samantha	J	Smith	samantha2@adventure-works.com	737-555-0151	205 Choctaw Court		Woodland Hills	CA	US	S	F	170000	1	0	Graduate Degree	Management	0	4	0-1 Miles	North America	82
AW00014480	2008-02-13	Jackson	S	Gonzalez	jackson38@adventure-works.com	496-555-0156	6558 Nulty Drive		Vancouver	BC	CA	M	M	80000	5	4	Partial College	Professional	1	3	5-10 Miles	North America	58
AW00014481	2007-06-21	Mary	B	Edwards	mary15@adventure-works.com	617-555-0125	91 Kalima Place		Bremerton	WA	US	S	F	90000	4	3	High School	Professional	1	3	5-10 Miles	North America	58
AW00014482	2008-07-08	Noah		Perez	noah30@adventure-works.com	667-555-0116	4340 Ohara Ct		Corvallis	OR	US	M	M	90000	4	3	High School	Professional	1	3	5-10 Miles	North America	58
AW00014483	2007-11-17	Nicole	A	Henderson	nicole53@adventure-works.com	878-555-0198	5333 Garaventa Drive		Lake Oswego	OR	US	M	F	90000	4	3	High School	Professional	1	3	5-10 Miles	North America	58
AW00014484	2007-06-05	Samantha		Hall	samantha25@adventure-works.com	246-555-0133	1954 Sudan Loop		National City	CA	US	M	F	130000	4	3	Bachelors	Management	0	3	2-5 Miles	North America	58
AW00014485	2007-06-21	Bailey	J	Stewart	bailey23@adventure-works.com	876-555-0178	5823 Trail Way	# 208	Redwood City	CA	US	M	F	160000	1	3	Partial College	Professional	1	2	2-5 Miles	North America	58
AW00014486	2007-06-01	Jonathan	R	Coleman	jonathan5@adventure-works.com	225-555-0129	9697 Clear Court		Santa Cruz	CA	US	M	M	170000	1	1	Graduate Degree	Management	1	2	0-1 Miles	North America	58
AW00014487	2007-12-11	Seth		Hall	seth23@adventure-works.com	886-555-0139	1330 Guadalupe Dr.		San Carlos	CA	US	M	M	60000	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64
AW00014488	2008-04-11	Connor	S	Hughes	connor6@adventure-works.com	173-555-0176	4892 St. Andrews Drive		Berkeley	CA	US	M	M	70000	3	1	High School	Professional	1	1	1-2 Miles	North America	64
AW00014489	2008-04-29	Jason	R	Wang	jason22@adventure-works.com	300-555-0115	2967 St. George Dr		Glendale	CA	US	M	M	70000	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65
AW00014490	2008-06-06	Aidan	B	Butler	aidan15@adventure-works.com	470-555-0185	8379 Surf View Drive		Coronado	CA	US	M	M	70000	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65
AW00014491	2007-11-27	Isaac		Bailey	isaac15@adventure-works.com	356-555-0182	82 Mt. Dell Dr.		San Diego	CA	US	S	M	70000	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65
AW00014492	2007-10-22	Justin	M	Patterson	justin7@adventure-works.com	824-555-0133	5024 Euclid Avenue		Renton	WA	US	M	M	70000	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	65
AW00014493	2008-06-07	Sara		Parker	sara33@adventure-works.com	442-555-0156	8993 Escobar	#503	Torrance	CA	US	S	F	70000	3	0	Graduate Degree	Management	0	2	1-2 Miles	North America	65
AW00014494	2007-06-04	Cameron		Diaz	cameron17@adventure-works.com	517-555-0180	5408 South St		Salem	OR	US	M	M	60000	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65
AW00014495	2007-06-21	Nathan		Diaz	nathan18@adventure-works.com	164-555-0161	6002 Hickory Drive	Studio # 403	Grossmont	CA	US	M	M	40000	3	0	Partial College	Professional	0	2	5-10 Miles	North America	66
AW00014496	2007-12-06	Cindy		Stewart	cindy23@adventure-works.com	198-555-0152	6709 Prestwick Ave		Langford	BC	CA	M	F	40000	3	0	Partial College	Professional	0	2	1-2 Miles	North America	66
AW00014497	2007-12-03	Allison		Scott	allison36@adventure-works.com	546-555-0111	2015 Sunset Circle		Langley	BC	CA	M	F	40000	3	0	Partial College	Professional	0	2	5-10 Miles	North America	66
AW00014498	2007-06-02	Katie	L	Luo	katie8@adventure-works.com	928-555-0195	5254 Daylight Place		Chula Vista	CA	US	M	F	70000	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	81
AW00014499	2008-05-02	Samuel	G	Flores	samuel11@adventure-works.com	226-555-0127	869 Lori Court		Downey	CA	US	M	M	100000	2	3	Graduate Degree	Management	1	3	5-10 Miles	North America	81
AW00014500	2008-07-18	Jasmine	C	Ward	jasmine31@adventure-works.com	202-555-0117	1707 Willowwood Ct.		Torrance	CA	US	S	F	130000	2	3	Bachelors	Management	0	4	0-1 Miles	North America	80
AW00014501	2005-07-01	Ruben		Prasad	ruben10@adventure-works.com	175-555-0159	249 Alexander Pl.		Beverly Hills	CA	US	M	M	80000	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	80
AW00014502	2007-09-19	Katelyn	A	Wright	katelyn44@adventure-works.com	397-555-0125	1686 Terranova Drive		Metchosin	BC	CA	M	F	90000	5	0	Bachelors	Management	1	2	5-10 Miles	North America	80
AW00014503	2007-11-19	Brianna		Alexander	brianna64@adventure-works.com	242-555-0137	6608 Calle Verde Dr.		Walla Walla	WA	US	M	F	90000	5	0	Bachelors	Management	1	2	5-10 Miles	North America	80
AW00014504	2008-01-23	Nicole		Jones	nicole3@adventure-works.com	808-555-0169	7929 Blocking Ct.		Victoria	BC	CA	M	F	110000	2	4	Graduate Degree	Management	1	0	5-10 Miles	North America	80
AW00014505	2007-08-18	Alex	K	Edwards	alex28@adventure-works.com	155-555-0116	4681 Mt. Whitney		Beverly Hills	CA	US	M	M	130000	2	3	Bachelors	Management	1	4	0-1 Miles	North America	80
AW00014506	2008-05-16	Stacy	K	Suarez	stacy20@adventure-works.com	161-555-0119	7341 Mt. Washington Way		Beaverton	OR	US	M	F	90000	5	0	Bachelors	Management	0	2	1-2 Miles	North America	78
AW00014507	2007-08-16	Eric		Wright	eric60@adventure-works.com	260-555-0159	6046 Flamingo Drive		Woodland Hills	CA	US	M	M	100000	2	3	Graduate Degree	Management	1	3	1-2 Miles	North America	78
AW00014508	2007-11-29	Madison	M	Hall	madison24@adventure-works.com	736-555-0191	881 Brannan Pl.		Newport Beach	CA	US	M	F	100000	2	3	Graduate Degree	Management	1	3	5-10 Miles	North America	78
AW00014509	2008-04-01	Bridget	L	Deng	bridget2@adventure-works.com	907-555-0197	5967 Greystone Dr.		Beaverton	OR	US	S	F	90000	4	4	Partial College	Skilled Manual	0	3	1-2 Miles	North America	50
AW00014510	2005-07-25	Samuel	R	Hernandez	samuel49@adventure-works.com	106-555-0168	8693 Balhan Dr.		Everett	WA	US	S	M	100000	2	0	Bachelors	Management	1	2	1-2 Miles	North America	50
AW00014511	2007-10-07	Danielle		Rogers	danielle22@adventure-works.com	147-555-0143	4369 Change Circle		Issaquah	WA	US	M	F	100000	2	0	Bachelors	Management	1	2	0-1 Miles	North America	49
AW00014512	2007-08-10	Christopher	J	Jones	christopher27@adventure-works.com	852-555-0198	5077 Bannock Ct.		Puyallup	WA	US	M	M	100000	3	0	Bachelors	Management	1	3	1-2 Miles	North America	50
AW00014513	2008-04-22	Alexandra		Turner	alexandra48@adventure-works.com	205-555-0137	3995 Tiffin Dr.		Burlingame	CA	US	M	F	130000	1	0	Graduate Degree	Management	1	3	0-1 Miles	North America	49
AW00014514	2008-07-29	Rachel	D	Jones	rachel5@adventure-works.com	462-555-0163	3358 Thornhill Place		Berkeley	CA	US	S	F	30000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00014515	2008-04-17	Anna		Cooper	anna13@adventure-works.com	115-555-0159	6968 Wren Ave.		Lemon Grove	CA	US	S	F	30000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00014516	2007-08-25	Tommy		Lal	tommy5@adventure-works.com	1 (11) 500 555-0125	2110 Elm St.		Malabar	NSW	AU	S	M	10000	5	0	High School	Skilled Manual	1	3	5-10 Miles	Pacific	73
AW00014517	2008-01-11	Ebony		Rodriguez	ebony20@adventure-works.com	1 (11) 500 555-0117	416 Yosemite Circle		North Sydney	NSW	AU	M	F	20000	3	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	74
AW00014518	2007-08-21	Ann	M	Mehta	ann19@adventure-works.com	1 (11) 500 555-0112	9618 Fall Creek Road		Caloundra	QLD	AU	M	F	10000	2	1	High School	Skilled Manual	1	2	5-10 Miles	Pacific	71
AW00014519	2007-09-14	Denise	S	Rana	denise12@adventure-works.com	295-555-0142	5935 Isabel		Beaverton	OR	US	S	F	40000	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	39
AW00014520	2005-07-07	Bonnie	C	Xu	bonnie10@adventure-works.com	564-555-0124	3981 Bell Drive		Bremerton	WA	US	S	F	40000	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39
AW00014521	2008-01-19	Rodney		Romero	rodney5@adventure-works.com	1 (11) 500 555-0192	8055 Kiska Court		Hawthorne	QLD	AU	M	M	20000	4	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	71
AW00014522	2007-11-15	Omar	C	Zheng	omar18@adventure-works.com	1 (11) 500 555-0164	8527 Rock Oak Road		Melton	VIC	AU	M	M	20000	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	71
AW00014523	2007-03-20	Lydia	M	Fernandez	lydia14@adventure-works.com	1 (11) 500 555-0183	4188 Lodge Dr.		Springwood	NSW	AU	M	F	30000	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	70
AW00014524	2006-09-05	Carla		Prasad	carla12@adventure-works.com	1 (11) 500 555-0112	99, avenue du Président-Kennedy		Morangis	91	FR	M	F	10000	0	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	40
AW00014525	2005-10-09	Claudia	J	Sun	claudia12@adventure-works.com	1 (11) 500 555-0194	110, boulevard Beau Marchais		Gateshead	ENG	GB	M	F	10000	0	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	41
AW00014526	2007-12-17	Emily		Hall	emily24@adventure-works.com	1 (11) 500 555-0142	Hellweg 4534		Darmstadt	HE	DE	M	F	10000	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	56
AW00014527	2008-05-13	Kurt	T	Raji	kurt20@adventure-works.com	1 (11) 500 555-0144	Auf den Kuhlen Straße 765		Kassel	HE	DE	M	M	10000	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	56
AW00014528	2008-01-28	Casey	C	Ramos	casey41@adventure-works.com	1 (11) 500 555-0118	Kulmer Straße 123		Mühlheim	HH	DE	M	M	10000	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	55
AW00014529	2007-10-15	Kaitlin	J	Sai	kaitlin5@adventure-works.com	1 (11) 500 555-0182	9440 First Ave.		W. York	ENG	GB	S	F	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56
AW00014530	2007-09-21	Ethan		Smith	ethan29@adventure-works.com	1 (11) 500 555-0116	7293 Stanford Way		Warrington	ENG	GB	M	M	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56
AW00014531	2007-08-28	Abigail		Garcia	abigail57@adventure-works.com	1 (11) 500 555-0118	1398 Morengo Court		Warrington	ENG	GB	M	F	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56
AW00014532	2007-09-16	Barbara	M	Wu	barbara16@adventure-works.com	1 (11) 500 555-0150	818, rue de Berri		Courbevoie	92	FR	M	F	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	55
AW00014533	2008-03-07	Roberto	M	Alonso	roberto8@adventure-works.com	1 (11) 500 555-0192	3280 Oliveria Road		Berks	ENG	GB	S	M	10000	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57
AW00014534	2008-05-07	Abby	P	Rana	abby8@adventure-works.com	1 (11) 500 555-0147	2401, rue des Bouchers		Chatou	78	FR	S	F	10000	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57
AW00014535	2007-09-09	Dustin		Anand	dustin22@adventure-works.com	1 (11) 500 555-0114	8827 Ward Court		High Wycombe	ENG	GB	S	M	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57
AW00014536	2008-01-04	Krystal	A	Wu	krystal7@adventure-works.com	1 (11) 500 555-0135	816, avenue des Champs-Elysées		Colomiers	31	FR	S	F	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57
AW00014537	2008-01-08	Clayton	K	Cai	clayton18@adventure-works.com	1 (11) 500 555-0127	Auf Der Steige 9000		Berlin	NW	DE	M	M	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	83
AW00014538	2006-09-05	Katherine		Brown	katherine75@adventure-works.com	1 (11) 500 555-0146	22, quai Paul Doumer		Lille	59	FR	S	F	30000	4	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56
AW00014539	2006-09-03	Carrie		Alonso	carrie8@adventure-works.com	1 (11) 500 555-0193	34, rue Philibert-Delorme		Paris	75	FR	S	F	30000	4	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	55
AW00014540	2007-09-10	Randy		Lin	randy9@adventure-works.com	1 (11) 500 555-0138	8848 Auburn		London	ENG	GB	M	M	10000	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	60
AW00014541	2006-03-11	Douglas	D	Kapoor	douglas5@adventure-works.com	1 (11) 500 555-0188	Hellweg 4754		Neunkirchen	SL	DE	S	M	20000	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60
AW00014542	2008-01-20	Alex	I	Ward	alex16@adventure-works.com	1 (11) 500 555-0117	4402 Grant St.		Newcastle upon Tyne	ENG	GB	M	M	10000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	61
AW00014543	2008-01-06	Heather		Lu	heather10@adventure-works.com	1 (11) 500 555-0168	Dunckerstr 7255		München	HE	DE	M	F	10000	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61
AW00014544	2007-11-12	Darryl	Y	West	darryl1@adventure-works.com	1 (11) 500 555-0157	652, rue de Berri		Roubaix	59	FR	S	M	10000	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61
AW00014545	2007-10-15	Faith		Henderson	faith4@adventure-works.com	1 (11) 500 555-0156	3532 Brookview Drive		Bury	ENG	GB	M	F	10000	2	0	Partial College	Manual	1	0	1-2 Miles	Europe	62
AW00014546	2007-09-19	Christina	S	Sanchez	christina22@adventure-works.com	1 (11) 500 555-0124	5492 Hacienda Drive		Oxford	ENG	GB	M	F	10000	2	0	Partial College	Manual	1	0	0-1 Miles	Europe	62
AW00014547	2008-05-26	Noah	L	Thompson	noah63@adventure-works.com	1 (11) 500 555-0186	9676 Hidden Lakes Court		Runcorn	ENG	GB	M	M	10000	2	0	Partial College	Manual	1	0	1-2 Miles	Europe	63
AW00014548	2008-05-04	Maria	E	Turner	maria48@adventure-works.com	1 (11) 500 555-0187	380, avenue de Malakoff		Dunkerque	59	FR	M	F	10000	2	0	Partial College	Manual	1	0	0-1 Miles	Europe	63
AW00014549	2008-02-17	Arturo	J	Goel	arturo44@adventure-works.com	1 (11) 500 555-0158	Zur Lindung 7		Berlin	HE	DE	M	M	10000	2	0	Partial College	Manual	1	1	2-5 Miles	Europe	62
AW00014550	2008-03-10	Kristy	L	Vazquez	kristy13@adventure-works.com	1 (11) 500 555-0192	7111, avenue Foch		Colomiers	31	FR	M	F	10000	2	0	Bachelors	Clerical	1	1	2-5 Miles	Europe	81
AW00014551	2008-06-22	Michele	C	Vance	michele59@adventure-works.com	1 (11) 500 555-0192	Kappellweg 242		Kiel	SL	DE	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	81
AW00014552	2008-04-24	Daisy		Ramos	daisy12@adventure-works.com	1 (11) 500 555-0177	3162 Glaze Dr.		Berks	ENG	GB	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	79
AW00014553	2007-09-21	Leah	H	Ma	leah12@adventure-works.com	1 (11) 500 555-0161	2233 California St.		Reading	ENG	GB	M	F	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	78
AW00014554	2007-10-09	Isaac		Mitchell	isaac33@adventure-works.com	1 (11) 500 555-0169	6683 Brookside Drive		Stoke-on-Trent	ENG	GB	M	M	20000	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	78
AW00014555	2006-09-29	Jodi	D	Kumar	jodi7@adventure-works.com	1 (11) 500 555-0135	66, rue Georges-Clémenceau		Croix	59	FR	S	F	10000	2	0	Partial College	Manual	1	1	1-2 Miles	Europe	75
AW00014556	2008-03-29	Rafael		He	rafael19@adventure-works.com	1 (11) 500 555-0110	8881, rue Villedo		Drancy	93	FR	M	M	10000	3	0	Partial College	Manual	1	1	2-5 Miles	Europe	75
AW00014557	2007-08-02	Mathew	L	Sanz	mathew16@adventure-works.com	1 (11) 500 555-0116	6350 Lakeview Pl.		Hobart	TAS	AU	M	M	10000	0	0	Partial College	Manual	1	1	2-5 Miles	Pacific	38
